City,County,Type,Zip,latitude,longitude
Labelle,Hendry,P.O. Box,33975,26.742327,-81.27863
Lehigh Acres,Lee,Standard,33976,26.6,-81.68
Punta Gorda,Charlotte,Standard,33980,26.983094,-82.05972
Port Charlotte,Charlotte,Standard,33981,26.922089,-82.23092
Punta Gorda,Charlotte,Standard,33982,26.958821,-81.95134
Punta Gorda,Charlotte,Standard,33983,26.999486,-82.00964
Cape Coral,Lee,Standard,33990,26.63075,-81.95251
Cape Coral,Lee,Standard,33991,26.634338,-82.00674
Cape Coral,Lee,Standard,33993,26.681122,-82.01319
Fort Myers,Lee,P.O. Box,33994,26.552895,-81.94861
Naples,Collier,P.O. Box,34101,25.855534,-81.38719
Naples,Collier,Standard,34102,26.142938,-81.79852
Naples,Collier,Standard,34103,26.191117,-81.80333
Naples,Collier,Standard,34104,26.15091,-81.7477
Naples,Collier,Standard,34105,26.187767,-81.76829
Naples,Collier,P.O. Box,34106,26.14326,-81.389124
Naples,Collier,P.O. Box,34107,26.14326,-81.389124
Naples,Collier,Standard,34108,26.252711,-81.80825
Naples,Collier,Standard,34109,26.240637,-81.76663
Naples,Collier,Standard,34110,26.28828,-81.78726
Naples,Collier,Standard,34112,26.121546,-81.75251
Naples,Collier,Standard,34113,26.067538,-81.72002
Naples,Collier,Standard,34114,26.020283,-81.63094
Naples,Collier,Standard,34116,26.183424,-81.70643
Naples,Collier,Standard,34117,26.1785,-81.55495
Naples,Collier,Standard,34119,26.256551,-81.7186
Naples,Collier,Standard,34120,26.275676,-81.59586
Bonita Springs,Lee,P.O. Box,34133,26.552895,-81.94861
Bonita Springs,Lee,Standard,34134,26.348608,-81.83134
Bonita Springs,Lee,Standard,34135,26.348523,-81.77391
Bonita Springs,Lee,P.O. Box,34136,26.552895,-81.94861
Copeland,Collier,P.O. Box,34137,26.03569,-81.46799
Chokoloskee,Collier,P.O. Box,34138,25.813786,-81.36291
Everglades City,Collier,P.O. Box,34139,25.856771,-81.38412
Goodland,Collier,P.O. Box,34140,26.14326,-81.389124
Ochopee,Collier,Standard,34141,25.7265,-81.20151
Immokalee,Collier,Standard,34142,26.398248,-81.39325
Immokalee,Collier,P.O. Box,34143,26.464183,-81.504661
Marco Island,Collier,Standard,34145,25.940112,-81.71329
Marco Island,Collier,P.O. Box,34146,26.14326,-81.389124
Bradenton,Manatee,Standard,34201,27.400627,-82.47104
Bradenton,Manatee,Standard,34202,27.434755,-82.40211
Bradenton,Manatee,Standard,34203,27.448369,-82.52324
Bradenton,Manatee,P.O. Box,34204,27.427213,-82.438689
Bradenton,Manatee,Standard,34205,27.485617,-82.58294
Bradenton,Manatee,P.O. Box,34206,27.427213,-82.438689
Bradenton,Manatee,Standard,34207,27.438719,-82.57646
Bradenton,Manatee,Standard,34208,27.486448,-82.535
Bradenton,Manatee,Standard,34209,27.488866,-82.62737
Bradenton,Manatee,Standard,34210,27.455543,-82.63372
Bradenton,Manatee,Standard,34211,27.437698,-82.372125
Bradenton,Manatee,Standard,34212,27.48,-82.57
Cortez,Manatee,Standard,34215,27.469113,-82.68765
Anna Maria,Manatee,P.O. Box,34216,27.530644,-82.73594
Bradenton Beach,Manatee,Standard,34217,27.499982,-82.7129
Holmes Beach,Manatee,P.O. Box,34218,27.499515,-82.709871
Parrish,Manatee,Standard,34219,27.574128,-82.40701
Palmetto,Manatee,P.O. Box,34220,27.427213,-82.438689
Palmetto,Manatee,Standard,34221,27.549314,-82.55981
Ellenton,Manatee,Standard,34222,27.532098,-82.5009
Englewood,Sarasota,Standard,34223,26.974858,-82.3665
Englewood,Charlotte,Standard,34224,26.925265,-82.29693
Longboat Key,Manatee,Standard,34228,27.396931,-82.64475
Osprey,Sarasota,Standard,34229,27.187829,-82.48539
Sarasota,Sarasota,P.O. Box,34230,27.335023,-82.537169
Sarasota,Sarasota,Standard,34231,27.267649,-82.51663
Sarasota,Sarasota,Standard,34232,27.321313,-82.47648
Sarasota,Sarasota,Standard,34233,27.285142,-82.47363
Sarasota,Sarasota,Standard,34234,27.365622,-82.53556
Sarasota,Sarasota,Standard,34235,27.365549,-82.48659
Sarasota,Sarasota,Standard,34236,27.333014,-82.54613
Sarasota,Sarasota,Standard,34237,27.336973,-82.51506
Sarasota,Sarasota,Standard,34238,27.240571,-82.47836
Sarasota,Sarasota,Standard,34239,27.310924,-82.5213
Sarasota,Sarasota,Standard,34240,27.33458,-82.40894
Sarasota,Sarasota,Standard,34241,27.272873,-82.41676
Sarasota,Sarasota,Standard,34242,27.275225,-82.54934
Sarasota,Manatee,Standard,34243,27.407657,-82.52923
Sarasota,Sarasota,Unique,34249,NA,NA
Terra Ceia,Manatee,P.O. Box,34250,27.575972,-82.58493
Myakka City,Manatee,Standard,34251,27.396045,-82.23349
Sarasota,Manatee,P.O. Box,34260,27.427213,-82.438689
Oneco,Manatee,P.O. Box,34264,27.427213,-82.438689
Arcadia,Desoto,P.O. Box,34265,27.186146,-81.809939
Arcadia,Desoto,Standard,34266,27.201006,-81.87196
Fort Ogden,Desoto,P.O. Box,34267,27.186146,-81.809939
Nocatee,Desoto,P.O. Box,34268,27.158612,-81.88324
Arcadia,Desoto,Standard,34269,27.21,-81.85
Tallevast,Manatee,P.O. Box,34270,27.405429,-82.543519
Laurel,Sarasota,P.O. Box,34272,27.146963,-82.425512
Nokomis,Sarasota,P.O. Box,34274,27.144031,-82.464468
Nokomis,Sarasota,Standard,34275,27.136731,-82.45241
Sarasota,Sarasota,P.O. Box,34276,27.167521,-82.380967
Sarasota,Sarasota,P.O. Box,34277,27.167521,-82.380967
Sarasota,Sarasota,P.O. Box,34278,27.331628,-82.528488
Bradenton,Manatee,P.O. Box,34280,27.427213,-82.438689
Bradenton,Manatee,P.O. Box,34281,27.427213,-82.438689
Bradenton,Manatee,P.O. Box,34282,27.427213,-82.438689
Venice,Sarasota,P.O. Box,34284,27.167521,-82.380967
Venice,Sarasota,Standard,34285,27.091783,-82.44846
North Port,Sarasota,Standard,34286,27.072445,-82.1606
North Port,Sarasota,Standard,34287,27.051075,-82.24417
North Port,Sarasota,Standard,34288,27.048707,-82.127196
North Port,Sarasota,Standard,34289,27.08464,-82.156884
North Port,Sarasota,P.O. Box,34290,27.04,-82.24
North Port,Sarasota,Standard,34291,27.17,-82.28
Venice,Sarasota,Standard,34292,27.098474,-82.41481
Venice,Sarasota,Standard,34293,27.055013,-82.3973
Englewood,Sarasota,P.O. Box,34295,27.085985,-82.438918
Belleview,Marion,Standard,34420,29.054976,-82.04255
Belleview,Marion,P.O. Box,34421,29.240728,-82.087458
Crystal River,Citrus,P.O. Box,34423,28.867027,-82.572703
Crystal River,Citrus,Standard,34428,28.95138,-82.61213
Crystal River,Citrus,Standard,34429,28.872108,-82.5961
Dunnellon,Marion,P.O. Box,34430,29.240728,-82.087458
Dunnellon,Marion,Standard,34431,29.131665,-82.49726
Dunnellon,Marion,Standard,34432,29.060092,-82.35195
